No,Wisata,Kategori,Lokasi,Tarif,Rating,Experience
14,Atlantis Water Adventure,Taman Hiburan,Jakarta,150000,4.5,Kuliner
742,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7,Spiritualitas
332,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,100000,4.4,Edukasi
842,Old City 3D Trick Art Museum,Budaya,Semarang,30000,4.4,Fotografi
894,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5,Adrenalin
907,Taman Tabanas,Taman Hiburan,Semarang,10000,4.4,Relaksasi
225,Situs Warungboto,Taman Hiburan,Yogyakarta,30000,4.4,Kuliner
205,Museum Satria Mandala,Budaya,Jakarta,10000,4.5,Edukasi
981,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7,Fotografi
143,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,70000,4.2,Bertani
156,Museum Sumpah Pemuda,Budaya,Jakarta,10000,4.7,Seni
658,Museum Pos Indonesia,Budaya,Bandung,0,4.5,Fotografi
431,Pantai Timang,Bahari,Yogyakarta,10000,4.7,Relaksasi
286,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,10000,4.6,Seni
875,Wisata Lereng Kelir,Cagar Alam,Semarang,10000,4.3,Fotografi
238,Alun Alun Selatan Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.6,Adrenalin
511,Pantai Jungwok,Bahari,Yogyakarta,15000,4.6,Relaksasi
161,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,100000,4.5,Adrenalin
158,Museum Tekstil,Budaya,Jakarta,15000,4.5,Seni
148,Pantai Ancol,Bahari,Jakarta,200000,4.4,Seni
891,Kota Lama Semarang,Budaya,Semarang,5000,4.7,Relaksasi
25,Pelabuhan Marina,Bahari,Jakarta,700000,4.4,Aktivitas Air
289,Lava Bantal,Budaya,Yogyakarta,50000,4.4,Adrenalin
947,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,60000,4.5,Kuliner
802,Rainbow Garden,Cagar Alam,Bandung,20000,4.6,Relaksasi
700,Tektona Waterpark,Taman Hiburan,Bandung,100000,3.8,Aktivitas Air
19,Kebun Binatang Ragunan,Cagar Alam,Jakarta,25000,4.5,Relaksasi
468,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,20000,4.1,Edukasi
236,Alun Alun Selatan Yogyakarta,Taman Hiburan,Yogyakarta,0,4.6,Relaksasi
753,Perkebunan Teh Malabar,Cagar Alam,Bandung,35000,4.4,Edukasi
389,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,Aktivitas Air
636,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1,Adrenalin
542,Pantai Sanglen,Bahari,Yogyakarta,10000,4.5,Relaksasi
327,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,20000,4.5,Aktivitas Air
543,Pantai Sanglen,Bahari,Yogyakarta,75000,4.5,Camping
166,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,5000,4.7,Relaksasi
430,Pantai Timang,Bahari,Yogyakarta,50000,4.7,Adrenalin
770,Curug Malela,Cagar Alam,Bandung,10000,4.4,Relaksasi
107,Galeri Nasional Indonesia,Budaya,Jakarta,100000,4.6,Edukasi
998,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6,Edukasi
272,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,0,4.5,Adrenalin
539,Taman Sungai Mudal,Cagar Alam,Yogyakarta,10000,4.6,Relaksasi
521,Pantai Kesirat,Bahari,Yogyakarta,5000,4.6,Relaksasi
638,Taman Lansia,Taman Hiburan,Bandung,0,4.4,Adrenalin
761,The Lodge Maribaya,Cagar Alam,Bandung,10000,4.3,Fotografi
500,Candi Sewu,Budaya,Yogyakarta,10000,4.6,Edukasi
44,Pasar Seni,Pusat Perbelanjaan,Jakarta,100000,4.4,Kuliner
911,Kampung Batik Gedong Semarang,Budaya,Semarang,10000,4.4,Fotografi
606,Gua Belanda,Cagar Alam,Bandung,10000,4.4,Fotografi
784,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9,Relaksasi
576,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7,Spiritualitas
468,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,20000,4.1,Edukasi
724,Taman Badak,Taman Hiburan,Bandung,0,4.5,Adrenalin
930,Air Mancur Menari,Taman Hiburan,Surabaya,45000,4.4,Aktivitas Air
246,Taman Budaya Yogyakarta,Budaya,Yogyakarta,25000,4.5,Seni
374,Goa Cerme,Cagar Alam,Yogyakarta,30000,4.4,Aktivitas Air
782,Bukit Jamur,Cagar Alam,Bandung,0,4.2,Relaksasi
426,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,20000,4.5,Hiking
458,Goa Pindul,Cagar Alam,Yogyakarta,100000,4.5,Aktivitas Air
389,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,Aktivitas Air
178,Freedom Library,Budaya,Jakarta,0,5.0,Fotografi
766,Tafso Barn,Cagar Alam,Bandung,0,4.2,Relaksasi
316,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,100000,4.5,Adrenalin
1004,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2,Adrenalin
267,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,0,4.5,Relaksasi
891,Kota Lama Semarang,Budaya,Semarang,5000,4.7,Relaksasi
791,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,4.0,Fotografi
342,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,15000,4.4,Hiking
182,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,150000,4.5,Kuliner
947,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,60000,4.5,Kuliner
199,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6,Olahraga
404,Pantai Pok Tunggal,Bahari,Yogyakarta,50000,4.5,Kuliner
310,Pantai Goa Cemara,Bahari,Yogyakarta,50000,4.3,Kuliner
158,Museum Tekstil,Budaya,Jakarta,15000,4.5,Seni
306,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,0,4.6,Relaksasi
33,Pulau Bidadari,Bahari,Jakarta,500000,4.6,Fotografi
486,Pantai Sadranan,Bahari,Yogyakarta,100000,4.6,Camping
666,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8,Edukasi
219,De Mata Museum Jogja,Budaya,Yogyakarta,60000,4.4,Edukasi
826,Pantai Marina,Bahari,Semarang,3000,4.1,Aktivitas Air
336,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,50000,4.0,Kuliner
809,Candi Gedong Songo,Budaya,Semarang,50000,4.5,Fotografi
626,Jendela Alam,Taman Hiburan,Bandung,20000,4.4,Adrenalin
911,Kampung Batik Gedong Semarang,Budaya,Semarang,10000,4.4,Fotografi
339,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,10000,4.5,Piknik
134,Jakarta Planetarium,Taman Hiburan,Jakarta,150000,4.1,Belanja
113,The Escape Hunt,Taman Hiburan,Jakarta,250000,4.4,Adrenalin
825,Pantai Baruna,Bahari,Semarang,10000,4.0,Relaksasi
121,Pulau Semak Daun,Bahari,Jakarta,100000,4.0,Kuliner
506,Pantai Jogan,Bahari,Yogyakarta,15000,4.4,Relaksasi
750,Sungai Palayangan,Cagar Alam,Bandung,150000,4.6,Relaksasi
346,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,15000,4.7,Hiking
828,Kampoeng Djadhoel Semarang,Budaya,Semarang,10000,4.7,Edukasi
52,Kidzania,Taman Hiburan,Jakarta,100000,4.6,Adrenalin
738,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4,Relaksasi
55,Museum Taman Prasasti,Budaya,Jakarta,15000,4.5,Edukasi
912,Air Terjun Semirang,Cagar Alam,Semarang,9000,4.4,Relaksasi
660,Ciwangun Indah Camp Official,Cagar Alam,Bandung,50000,4.3,Camping
906,Taman Tabanas,Taman Hiburan,Semarang,0,4.4,Adrenalin
729,Museum Nike Ardilla,Budaya,Bandung,20000,4.6,Fotografi
670,Caringin Tilu,Cagar Alam,Bandung,0,4.4,Fotografi
506,Pantai Jogan,Bahari,Yogyakarta,15000,4.4,Relaksasi
850,Umbul Sidomukti,Cagar Alam,Semarang,20000,4.6,Fotografi
979,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,5000,4.7,Fotografi
474,Pantai Sepanjang,Bahari,Yogyakarta,100000,4.4,Aktivitas Air
29,Pulau Tidung,Bahari,Jakarta,100000,4.5,Relaksasi
385,Pantai Kukup,Bahari,Yogyakarta,10000,4.0,Aktivitas Air
538,Heha Sky View,Taman Hiburan,Yogyakarta,200000,4.4,Kuliner
858,Taman Bunga Celosia,Cagar Alam,Semarang,30000,4.3,Fotografi
44,Pasar Seni,Pusat Perbelanjaan,Jakarta,100000,4.4,Kuliner
984,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4,Edukasi
482,Pantai Siung,Bahari,Yogyakarta,15000,4.6,Relaksasi
731,Batununggal Indah Club,Taman Hiburan,Bandung,50000,4.4,Olahraga
570,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5,Adrenalin
585,Kawasan Punclut,Taman Hiburan,Bandung,10000,4.4,Fotografi
951,Kenjeran Park,Taman Hiburan,Surabaya,15000,4.2,Relaksasi
981,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7,Fotografi
159,Tugu Proklamasi,Budaya,Jakarta,0,4.6,Edukasi
689,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1,Adrenalin
505,Pantai Jogan,Bahari,Yogyakarta,15000,4.4,Aktivitas Air
436,Candi Borobudur,Budaya,Yogyakarta,100000,4.7,Spiritualitas
698,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,4.9,Edukasi
782,Bukit Jamur,Cagar Alam,Bandung,0,4.2,Relaksasi
653,Museum Gedung Sate,Budaya,Bandung,5000,4.6,Edukasi
746,Situ Cileunca,Cagar Alam,Bandung,2500,4.4,Relaksasi
747,Situ Cileunca,Cagar Alam,Bandung,0,4.4,Fotografi
374,Goa Cerme,Cagar Alam,Yogyakarta,30000,4.4,Aktivitas Air
729,Museum Nike Ardilla,Budaya,Bandung,20000,4.6,Fotografi
996,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3,Edukasi
160,Tugu Proklamasi,Budaya,Jakarta,0,4.6,Fotografi
958,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,4.3,Relaksasi
375,Goa Cerme,Cagar Alam,Yogyakarta,20000,4.4,Piknik
688,Curug Cipanas,Cagar Alam,Bandung,10000,3.9,Fotografi
890,Kota Lama Semarang,Budaya,Semarang,0,4.7,Edukasi
427,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,20000,4.5,Hiking
418,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,15000,4.5,Relaksasi
384,Pantai Patihan,Bahari,Yogyakarta,60000,4.1,Kuliner
586,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6,Adrenalin
939,Taman Buah Surabaya,Taman Hiburan,Surabaya,15000,4.1,Relaksasi
138,Kampung Cina,Budaya,Jakarta,0,4.5,Relaksasi
494,Pantai Drini,Bahari,Yogyakarta,100000,4.5,Aktivitas Air
605,Gua Belanda,Cagar Alam,Bandung,15000,4.4,Relaksasi
509,Pantai Ngrenehan,Bahari,Yogyakarta,100000,4.4,Kuliner
149,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7,Olahraga
802,Rainbow Garden,Cagar Alam,Bandung,20000,4.6,Relaksasi
73,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,100000,4.3,Kuliner
956,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5,Adrenalin
508,Pantai Ngrenehan,Bahari,Yogyakarta,15000,4.4,Relaksasi
486,Pantai Sadranan,Bahari,Yogyakarta,100000,4.6,Camping
47,Jembatan Kota Intan,Budaya,Jakarta,0,4.3,Edukasi
743,Masjid Pusdai,Tempat Ibadah,Bandung,3000,4.7,Fotografi
633,NuArt Sculpture Park,Taman Hiburan,Bandung,35000,4.7,Seni
175,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,80000,4.4,Kuliner
966,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,0,4.9,Spiritualitas
721,Water Park Bandung Indah,Taman Hiburan,Bandung,40000,4.0,Relaksasi
544,Pantai Congot,Bahari,Yogyakarta,3000,4.3,Relaksasi
184,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,Jakarta,150000,4.4,Adrenalin
346,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,15000,4.7,Hiking
64,Gereja Katedral,Tempat Ibadah,Jakarta,0,4.8,Edukasi
399,Pantai Baron,Bahari,Yogyakarta,10000,4.4,Relaksasi
319,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,50000,4.5,Kuliner
593,Rabbit Town,Taman Hiburan,Bandung,10000,4.0,Relaksasi
607,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6,Adrenalin
719,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0,Adrenalin
675,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5,Relaksasi
157,Museum Tekstil,Budaya,Jakarta,15000,4.5,Edukasi
1018,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8,Spiritualitas
585,Kawasan Punclut,Taman Hiburan,Bandung,10000,4.4,Fotografi
283,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,10000,4.5,Fotografi
167,Museum Basoeki Abdullah,Budaya,Jakarta,20000,4.6,Edukasi
120,Pulau Semak Daun,Bahari,Jakarta,150000,4.0,Camping
734,Gunung Lalakon,Cagar Alam,Bandung,0,4.8,Relaksasi
482,Pantai Siung,Bahari,Yogyakarta,15000,4.6,Relaksasi
574,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6,Edukasi
60,Museum Wayang,Budaya,Jakarta,200000,4.5,Belanja
71,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,0,4.3,Relaksasi
836,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3,Relaksasi
403,Pantai Pok Tunggal,Bahari,Yogyakarta,20000,4.5,Aktivitas Air
788,Saung Angklung Mang Udjo,Budaya,Bandung,75000,4.7,Edukasi
858,Taman Bunga Celosia,Cagar Alam,Semarang,30000,4.3,Fotografi
219,De Mata Museum Jogja,Budaya,Yogyakarta,60000,4.4,Edukasi
502,Pantai Wediombo,Bahari,Yogyakarta,15000,4.5,Aktivitas Air
601,Gunung Papandayan,Cagar Alam,Bandung,30000,4.6,Relaksasi
764,Taman Begonia,Cagar Alam,Bandung,10000,4.4,Relaksasi
459,Goa Pindul,Cagar Alam,Yogyakarta,20000,4.5,Relaksasi
422,Green Village Gedangsari,Taman Hiburan,Yogyakarta,20000,4.2,Bertani
960,Rumah Batik,Budaya,Surabaya,0,4.5,Edukasi
747,Situ Cileunca,Cagar Alam,Bandung,0,4.4,Fotografi
471,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,100000,4.4,Aktivitas Air
225,Situs Warungboto,Taman Hiburan,Yogyakarta,30000,4.4,Kuliner
429,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,30000,4.5,Camping
997,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3,Spiritualitas
267,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,0,4.5,Relaksasi
741,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,25000,4.4,Fotografi
372,Goa Cerme,Cagar Alam,Yogyakarta,20000,4.4,Adrenalin
8,Dunia Fantasi,Taman Hiburan,Jakarta,250000,4.6,Kuliner
402,Pantai Pok Tunggal,Bahari,Yogyakarta,10000,4.5,Adrenalin
909,Kampung Tematik Jawi,Budaya,Semarang,5000,4.5,Relaksasi
904,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3,Adrenalin
108,Galeri Nasional Indonesia,Budaya,Jakarta,250000,4.6,Seni
692,Peta Park,Taman Hiburan,Bandung,5000,4.3,Relaksasi
289,Lava Bantal,Budaya,Yogyakarta,50000,4.4,Adrenalin
939,Taman Buah Surabaya,Taman Hiburan,Surabaya,15000,4.1,Relaksasi
365,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,20000,4.5,Relaksasi
604,Amazing Art World,Budaya,Bandung,50000,4.5,Fotografi
884,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8,Relaksasi
288,Lava Bantal,Budaya,Yogyakarta,20000,4.4,Relaksasi
8,Dunia Fantasi,Taman Hiburan,Jakarta,250000,4.6,Kuliner
149,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7,Olahraga
388,Pantai Kukup,Bahari,Yogyakarta,10000,4.0,Relaksasi
219,De Mata Museum Jogja,Budaya,Yogyakarta,60000,4.4,Edukasi
95,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,300000,4.7,Belanja
929,Air Mancur Menari,Taman Hiburan,Surabaya,35000,4.4,Adrenalin
244,Kampung Wisata Kadipaten,Budaya,Yogyakarta,0,4.4,Relaksasi
35,Pulau Pari,Bahari,Jakarta,50000,4.0,Relaksasi
272,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,0,4.5,Adrenalin
665,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8,Spiritualitas
7,Dunia Fantasi,Taman Hiburan,Jakarta,270000,4.6,Adrenalin
990,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2,Aktivitas Air
151,Taman Lapangan Banteng,Taman Hiburan,Jakarta,100000,4.7,Seni
787,Happyfarm Ciwidey,Cagar Alam,Bandung,50000,4.2,Edukasi
979,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,5000,4.7,Fotografi
638,Taman Lansia,Taman Hiburan,Bandung,0,4.4,Adrenalin
221,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,15000,4.6,Aktivitas Air
532,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5,Edukasi
215,Sindu Kusuma Edupark (SKE),Taman Hiburan,Yogyakarta,50000,4.2,Adrenalin
682,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,Relaksasi
346,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,15000,4.7,Hiking
604,Amazing Art World,Budaya,Bandung,50000,4.5,Fotografi
542,Pantai Sanglen,Bahari,Yogyakarta,10000,4.5,Relaksasi
847,Semarang Contemporary Art Gallery,Budaya,Semarang,10000,4.6,Edukasi
935,Monumen Kapal Selam,Budaya,Surabaya,5000,4.4,Fotografi
712,Puspa Iptek Sundial,Taman Hiburan,Bandung,30000,4.4,Edukasi
9,Dunia Fantasi,Taman Hiburan,Jakarta,500000,4.6,Belanja
1000,House of Sampoerna,Budaya,Surabaya,0,4.6,Edukasi
168,Museum Basoeki Abdullah,Budaya,Jakarta,10000,4.5,Relaksasi
761,The Lodge Maribaya,Cagar Alam,Bandung,10000,4.3,Fotografi
478,Pantai Krakal,Bahari,Yogyakarta,50000,4.5,Kuliner
322,Studio Alam Gamplong,Taman Hiburan,Yogyakarta,100000,4.4,Fotografi
108,Galeri Nasional Indonesia,Budaya,Jakarta,250000,4.6,Seni
599,Bukit Moko,Cagar Alam,Bandung,25000,4.5,Relaksasi
252,Monumen Batik Yogyakarta,Budaya,Yogyakarta,200000,4.5,Seni
331,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,0,4.4,Relaksasi
996,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3,Edukasi
956,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5,Adrenalin
458,Goa Pindul,Cagar Alam,Yogyakarta,100000,4.5,Aktivitas Air
931,Air Mancur Menari,Taman Hiburan,Surabaya,20000,4.4,Relaksasi
915,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,10000,4.3,Fotografi
629,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4,Fotografi
381,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,50000,4.4,Hiking
481,Pantai Glagah,Bahari,Yogyakarta,50000,4.4,Kuliner
203,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,1000000,4.4,Belanja
800,Kyotoku Floating Market,Budaya,Bandung,175000,4.5,Edukasi
769,Curug Luhur Waterfall,Cagar Alam,Bandung,0,4.2,Fotografi
973,Museum De Javasche Bank,Budaya,Surabaya,0,4.6,Relaksasi
658,Museum Pos Indonesia,Budaya,Bandung,0,4.5,Fotografi
109,Museum Bahari Jakarta,Budaya,Jakarta,50000,4.4,Edukasi
366,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,20000,4.5,Fotografi
300,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,20000,4.3,Relaksasi
693,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9,Spiritualitas
54,Kidzania,Taman Hiburan,Jakarta,200000,4.6,Belanja
597,The Great Asia Africa,Taman Hiburan,Bandung,60000,4.4,Edukasi
683,Curug Bugbrug,Cagar Alam,Bandung,7500,4.3,Relaksasi
165,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,10000,4.7,Edukasi
376,Wisata Kraton Jogja,Budaya,Yogyakarta,20000,4.7,Relaksasi
162,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,50000,4.5,Relaksasi
292,Bukit Panguk Kediwung,Budaya,Yogyakarta,20000,4.5,Fotografi
344,Jogja Exotarium,Taman Hiburan,Yogyakarta,50000,4.4,Adrenalin
63,Gereja Katedral,Tempat Ibadah,Jakarta,0,4.8,Spiritualitas
299,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,50000,4.3,Edukasi
134,Jakarta Planetarium,Taman Hiburan,Jakarta,150000,4.1,Belanja
67,Museum Nasional,Budaya,Jakarta,150000,4.6,Belanja
348,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,100000,4.7,Camping
390,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,Relaksasi
775,Situ Patenggang,Cagar Alam,Bandung,10000,4.5,Fotografi
788,Saung Angklung Mang Udjo,Budaya,Bandung,75000,4.7,Edukasi
619,Curug Dago,Cagar Alam,Bandung,12000,4.0,Relaksasi
829,Kampoeng Djadhoel Semarang,Budaya,Semarang,5000,4.7,Relaksasi
691,Peta Park,Taman Hiburan,Bandung,15000,4.3,Adrenalin
165,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,10000,4.7,Edukasi
396,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5,Piknik
550,Jalan Braga,Budaya,Bandung,500000,4.7,Seni
461,Candi Ratu Boko,Budaya,Yogyakarta,40000,4.6,Edukasi
65,Gereja Katedral,Tempat Ibadah,Jakarta,100000,4.8,Belanja
525,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3,Adrenalin
287,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,10000,4.6,Edukasi
283,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,10000,4.5,Fotografi
291,Bukit Panguk Kediwung,Budaya,Yogyakarta,20000,4.5,Edukasi
838,Wisata Mangrove Tapak,Cagar Alam,Semarang,50000,4.3,Edukasi
780,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4,Adrenalin
566,Kawah Putih,Cagar Alam,Bandung,50000,4.5,Camping
248,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,20000,4.0,Relaksasi
335,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,100000,4.0,Belanja
470,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,50000,4.1,Kuliner
134,Jakarta Planetarium,Taman Hiburan,Jakarta,150000,4.1,Belanja
398,Pantai Baron,Bahari,Yogyakarta,30000,4.4,Aktivitas Air
996,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3,Edukasi
273,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.5,Relaksasi
759,Taman Bunga Cihideung,Cagar Alam,Bandung,10000,4.1,Fotografi
544,Pantai Congot,Bahari,Yogyakarta,3000,4.3,Relaksasi
373,Goa Cerme,Cagar Alam,Yogyakarta,10000,4.4,Relaksasi
508,Pantai Ngrenehan,Bahari,Yogyakarta,15000,4.4,Relaksasi
121,Pulau Semak Daun,Bahari,Jakarta,100000,4.0,Kuliner
796,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4,Relaksasi
759,Taman Bunga Cihideung,Cagar Alam,Bandung,10000,4.1,Fotografi
429,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,30000,4.5,Camping
237,Alun Alun Selatan Yogyakarta,Taman Hiburan,Yogyakarta,50000,4.6,Kuliner
903,Tugu Muda Semarang,Budaya,Semarang,5000,4.7,Relaksasi
191,SnowBay Waterpark,Taman Hiburan,Jakarta,150000,4.3,Adrenalin
852,Saloka Theme Park,Taman Hiburan,Semarang,75000,4.4,Relaksasi
272,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,0,4.5,Adrenalin
858,Taman Bunga Celosia,Cagar Alam,Semarang,30000,4.3,Fotografi
475,Pantai Sepanjang,Bahari,Yogyakarta,50000,4.4,Kuliner
851,Saloka Theme Park,Taman Hiburan,Semarang,150000,4.4,Adrenalin
269,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,0,4.6,Edukasi
102,Bumi Perkemahan Cibubur,Taman Hiburan,Jakarta,40000,4.5,Olahraga
242,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,30000,4.3,Adrenalin
189,Museum Tengah Kebun,Budaya,Jakarta,100000,4.6,Seni
168,Museum Basoeki Abdullah,Budaya,Jakarta,10000,4.5,Relaksasi
939,Taman Buah Surabaya,Taman Hiburan,Surabaya,15000,4.1,Relaksasi
180,Perpustakaan Nasional,Budaya,Jakarta,0,4.7,Relaksasi
222,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,100000,4.6,Seni
794,Gua Pawon,Cagar Alam,Bandung,10000,4.5,Relaksasi
289,Lava Bantal,Budaya,Yogyakarta,50000,4.4,Adrenalin
998,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6,Edukasi
318,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,0,4.5,Fotografi
582,Orchid Forest Cikole,Taman Hiburan,Bandung,60000,4.6,Relaksasi
228,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,20000,4.7,Belanja
590,Museum Sri Baduga,Budaya,Bandung,5000,4.5,Fotografi
581,Orchid Forest Cikole,Taman Hiburan,Bandung,25000,4.6,Fotografi
806,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5,Adrenalin
687,Curug Cipanas,Cagar Alam,Bandung,20000,3.9,Relaksasi
196,Hutan Kota Srengseng,Taman Hiburan,Jakarta,0,4.3,Olahraga
525,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3,Adrenalin
456,Pantai Parangtritis,Bahari,Yogyakarta,20000,4.5,Hiking
84,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,0,4.3,Relaksasi
398,Pantai Baron,Bahari,Yogyakarta,30000,4.4,Aktivitas Air
486,Pantai Sadranan,Bahari,Yogyakarta,100000,4.6,Camping
